	V0.00e+00	V1.00e+07	V2.00e+07	V3.00e+07	V4.00e+07	V5.00e+07	V1.00e+09	V2.00e+09	V3.00e+09	V4.00e+09	V5.00e+09	V6.00e+09	V7.00e+09	V8.00e+09	V9.00e+09	V9.20e+09	V9.40e+09	V9.60e+09	V9.80e+09	V1.00e+10	V1.02e+10	V1.04e+10	V1.06e+10	V1.08e+10	V1.10e+10	V1.12e+10	V1.14e+10	V1.16e+10	V1.18e+10	V1.20e+10
0	3.7157674999999997	3.4218415500000003	3.3510050000000002	2.4770415	2.0709174999999997	1.5905150000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	5.0166975	5.0166975	5.0166975	5.0166975	5.0166975	5.014942499999999	5.0166975	5.014942499999999	5.014942499999999	5.0136975	5.011934999999999	5.011934999999999	5.0118125	5.0104425	5.0104425	5.0104425	5.0104425	4.957952499999999	4.57149	4.4615825000000005	4.460312500000001	4.4559975000000005	4.469787500000001	4.4825025	4.455674999999999	4.44348	4.315955000000001	4.1182525000000005	4.0120025	3.98915
